120
('X', (2, 3), (3, 3)), 80.17617206600335
('O', (1, 2), (2, 2)), 112.7381964160013
('X', (2, 4), (2, 3)), 59.27609529900292
('X', (1, 4), (2, 4)), 105.04277218599964
('O', (0, 2), (0, 3)), 45.404961295003886
('O', (1, 2), (1, 3)), 96.57375502499781
('O', (1, 1), (1, 2)), 32.087268709001364
('X', (1, 5), (1, 4)), 85.27041739999913
('X', (2, 5), (3, 5)), 5.6455340160027845
('X', (0, 5), (0, 4)), 78.4073783169988
('O', (3, 1), (3, 0)), 0.5641720920029911
('O', (1, 1), (0, 1)), 71.30751108899858
('O', (2, 1), (2, 0)), 0.056092558003001614
('X', (1, 5), (0, 5)), 61.531976076999854
('O', (5, 1), (5, 2)), 0.005391670001699822
('O', (3, 1), (4, 1)), 54.092981421999866
('O', (1, 1), (2, 1)), 0.00043224700129940175
('X', (2, 5), (1, 5)), 47.762328665001405
('X', (4, 5), (4, 4)), -0.00017616299737710506
