120
('O', (3, 2), (4, 2)), 80.17606478899688
('X', (0, 3), (1, 3)), 112.8256698869991
('O', (3, 1), (3, 2)), 54.67969597099727
('O', (3, 0), (3, 1)), 105.54568330299662
('X', (0, 2), (1, 2)), 36.64718744999482
('O', (4, 0), (4, 1)), 92.23061291299382
('O', (0, 0), (1, 0)), 18.382941541996843
('X', (0, 4), (0, 3)), 81.22153780199369
('X', (1, 4), (2, 4)), 1.837990516996797
('X', (1, 5), (2, 5)), 68.97159031199408
('X', (0, 5), (0, 4)), 0.18361689699668204
('X', (1, 5), (1, 4)), 59.783457071993325
('X', (0, 5), (1, 5)), 0.018233640996186296
