60
('O', (4, 2), (3, 2)), 20.175994007000554
('X', (2, 3), (3, 3)), 56.7464907829999
('X', (2, 1), (2, 2)), 2.017365776002407
('O', (4, 3), (4, 2)), 53.3179873400004
('X', (1, 1), (1, 2)), 0.20144253500257037
('X', (0, 1), (0, 2)), 49.93224795500282
('X', (2, 1), (1, 1)), 0.02000190100443433
('X', (2, 0), (1, 0)), 46.339313012002094
('X', (5, 0), (5, 1)), 0.001848528005211847
('O', (5, 3), (4, 3)), 41.957559861002665
('X', (3, 0), (2, 0)), 7.782400643918663e-05
('X', (4, 0), (4, 1)), 38.34940268699938
('X', (3, 0), (3, 1)), -0.0001394079918100033
