120
('O', (0, 2), (1, 2)), 80.17609591300061
('O', (0, 3), (1, 3)), 112.72826288799843
('X', (3, 1), (3, 2)), 54.842817970002216
('X', (3, 0), (2, 0)), 105.39102082400132
('X', (4, 0), (3, 0)), 40.97158882000076
('X', (5, 0), (5, 1)), 98.25116998399972
('O', (0, 2), (0, 3)), 27.653304180003033
('X', (4, 0), (4, 1)), 88.33261324900013
('O', (0, 0), (0, 1)), 13.192884877003962
('X', (5, 0), (4, 0)), 79.44322739700146
('O', (1, 0), (0, 0)), 1.3189373640016129
('X', (5, 2), (5, 3)), 72.03064220099986
('O', (1, 1), (2, 1)), 0.13165837700216798
('X', (4, 2), (5, 2)), 62.52737233500011
('X', (4, 4), (5, 4)), 0.012906387000839459
