200
('X', (1, 3), (2, 3)), 172.03100377099872
('O', (2, 1), (2, 2)), 187.96464464200108
('X', (1, 2), (1, 3)), 153.9790415339994
('O', (3, 1), (3, 2)), 174.22041925399935
('X', (0, 2), (1, 2)), 140.60665569400044
('O', (2, 1), (1, 1)), 160.77310247699825
('O', (4, 1), (3, 1)), 128.96188136300043
('X', (0, 1), (0, 2)), 146.99393456299913
('O', (4, 4), (4, 3)), 117.41582594700049
('O', (5, 4), (4, 4)), 135.13751796499855
('O', (5, 5), (5, 4)), 109.86498589900111
('O', (4, 5), (3, 5)), 117.97869257699858
('X', (0, 0), (1, 0)), 108.13592271700145
('X', (0, 1), (0, 0)), 93.57180001699817
('O', (5, 5), (4, 5)), 106.21414751900193
('X', (2, 1), (2, 0)), 80.72361094399821
('X', (0, 1), (3, 3)), 87.2373230630019
