200
('O', (4, 2), (3, 2)), 172.0311449159999
('X', (3, 4), (3, 3)), 187.94549592100157
('O', (4, 3), (4, 2)), 153.97915011499936
('X', (2, 4), (2, 3)), 170.4237926650021
('O', (4, 4), (4, 3)), 140.60689671900036
('X', (0, 4), (1, 4)), 155.59093051900163
('X', (0, 1), (0, 2)), 128.89424499599954
('X', (2, 1), (3, 1)), 143.76879493100205
('X', (1, 1), (1, 2)), 117.58518899299816
('X', (2, 1), (1, 1)), 132.25204499900246
('O', (4, 5), (3, 5)), 109.48326279999856
('X', (2, 2), (2, 1)), 117.03646785800265
('O', (4, 4), (3, 4)), 103.1659244049988
('O', (5, 4), (5, 3)), 103.86198618300295
('O', (4, 4), (5, 4)), 98.27708835999874
('O', (4, 5), (5, 5)), 90.79291644300247
('X', (2, 4), (2, 5)), 95.0252634849985
('X', (4, 4), (4, 1)), 79.85459169400201
