120
('O', (3, 2), (2, 2)), 103.21836602300027
('X', (4, 3), (3, 3)), 112.16087064800013
('O', (4, 2), (3, 2)), 94.28239222400043
('O', (4, 1), (3, 1)), 104.7851287350004
('X', (4, 2), (5, 2)), 88.6353553300014
('X', (4, 3), (4, 2)), 97.65586691099998
('X', (4, 4), (4, 3)), 84.35320636300094
('O', (5, 1), (4, 1)), 85.52927069900034
('O', (5, 0), (4, 0)), 76.95215526300126
('O', (5, 1), (5, 0)), 71.053682613001
('X', (3, 4), (3, 5)), 68.82224178100114
('X', (1, 4), (1, 5)), 64.81908280100106
('X', (1, 1), (1, 2)), 57.27018931400016
('X', (0, 1), (0, 2)), 49.322182564001196
('X', (1, 1), (2, 1)), 53.87759296799959
('X', (1, 0), (2, 0)), 43.06145167500108
('O', (5, 3), (5, 4)), 51.68679874100053
('O', (5, 1), (2, 3)), 36.64198322100128
('O', (5, 3), (1, 3)), 43.71527192299982
('O', (5, 1), (5, 3)), 30.69672620700112
('O', (1, 1), (0, 1)), 41.5206196449999
('O', (5, 1), (1, 1)), 26.013471493000907
('O', (5, 5), (4, 5)), 40.755126255000505
('O', (5, 1), (1, 4)), 20.885063285999422
('X', (0, 0), (1, 0)), 35.927896444
('X', (3, 0), (5, 5)), 16.159840209000322
('X', (3, 4), (2, 4)), 25.14928380799938
('X', (4, 4), (3, 4)), 11.272508490999826
('O', (0, 4), (0, 3)), 17.60419993600044
('X', (5, 1), (4, 4)), 6.135955437999655
('X', (3, 0), (5, 1)), 12.322694218999459
('O', (0, 5), (0, 4)), 0.4996839670002373
