60
('X', (3, 4), (2, 4)), 51.608961472000374
('X', (3, 1), (3, 2)), 56.7436334869999
('O', (2, 1), (2, 2)), 46.734688776999974
('X', (3, 0), (3, 1)), 53.35057473100096
('O', (1, 1), (2, 1)), 43.77620175299853
('O', (1, 0), (1, 1)), 49.976393310000276
('O', (0, 0), (1, 0)), 42.41635903099814
('O', (0, 1), (0, 2)), 45.56811315599953
('X', (5, 0), (4, 0)), 41.23185603699858
('X', (5, 1), (5, 2)), 42.20845618900057
('X', (5, 0), (5, 1)), 40.47399297699849
('O', (0, 0), (0, 1)), 37.85940178599958
('X', (3, 0), (2, 0)), 39.19980171599855
('X', (5, 0), (3, 0)), 34.535979430000225
('X', (5, 3), (5, 4)), 38.270726586997625
('X', (4, 3), (5, 3)), 31.193042947999857
