10
('O', (2, 5), (3, 5)), 8.600928661999205
('O', (1, 5), (2, 5)), 9.873976606000724
('X', (3, 1), (3, 2)), 7.382045973998174
('X', (2, 1), (2, 2)), 9.709897411999918
('O', (1, 2), (1, 3)), 6.519667546999699
('O', (1, 0), (2, 0)), 9.473074595000071
('X', (4, 1), (3, 1)), 6.002085563999572
('O', (1, 1), (2, 1)), 9.203317921001144
('X', (4, 5), (4, 4)), 5.379560157000014
('X', (5, 5), (5, 4)), 8.931638557000042
('O', (1, 0), (1, 1)), 4.877541451998695
('O', (0, 0), (0, 1)), 8.496096156999556
('O', (1, 0), (0, 0)), 4.377332717000172
('X', (4, 5), (5, 5)), 8.084778881000602
('X', (1, 5), (0, 5)), 3.8770675389987446
('X', (1, 4), (2, 4)), 7.602948511999784
('X', (0, 4), (1, 4)), 3.362026541999512
('X', (0, 2), (0, 3)), 6.9681709020005655
('O', (1, 2), (2, 3)), 2.861659348998728
('X', (0, 4), (3, 4)), 6.458745542000543
