60
('O', (4, 2), (3, 2)), 51.608936181999525
('X', (2, 3), (3, 3)), 56.746259703999385
('X', (2, 1), (2, 2)), 45.65154053600054
('O', (4, 3), (4, 2)), 53.384326057999715
('X', (1, 1), (1, 2)), 41.6866932869998
('X', (0, 1), (0, 2)), 49.85801252800047
('X', (2, 1), (1, 1)), 37.8026578329991
('X', (2, 0), (1, 0)), 46.33343988900015
('O', (4, 4), (4, 3)), 34.78723014500065
('O', (3, 4), (2, 4)), 42.638385789001404
('X', (3, 0), (2, 0)), 31.751036345000102
('X', (3, 1), (4, 1)), 39.0876761110012
('O', (5, 4), (5, 3)), 29.752109371998813
('X', (3, 0), (3, 1)), 35.544247487001485
('O', (5, 5), (5, 4)), 27.813374058998306
('O', (1, 5), (1, 4)), 31.917609220001395
('O', (4, 5), (5, 5)), 25.0524188269992
('O', (0, 5), (1, 5)), 28.4169324830018
('O', (0, 3), (0, 4)), 23.580207586999677
('O', (1, 3), (2, 3)), 23.461862789001316
('X', (5, 0), (5, 1)), 22.617300481999337
('X', (4, 0), (5, 0)), 19.274902065002607
('X', (3, 0), (4, 0)), 22.117034917999263
('X', (3, 4), (4, 4)), 15.821587609001654
('X', (3, 5), (2, 5)), 21.164213168998685
('X', (4, 5), (3, 5)), 12.365813499001888
('X', (0, 5), (5, 2)), 18.603658510999594
