300
('X', (1, 3), (2, 3)), 257.4620539839998
('O', (2, 1), (2, 2)), 281.50142627100286
('X', (0, 3), (1, 3)), 230.44554928599973
('X', (0, 2), (0, 3)), 262.16412641800343
('O', (1, 1), (1, 2)), 211.81284366900218
('O', (2, 1), (1, 1)), 241.5554078230016
('O', (3, 1), (4, 1)), 198.65669167300075
('O', (3, 3), (4, 3)), 218.92703219000032
('X', (0, 0), (0, 1)), 182.81143652199898
('O', (3, 4), (3, 3)), 200.38077384500139
('O', (1, 4), (1, 5)), 158.28542205800113
('O', (4, 4), (3, 4)), 181.97163115299918
('X', (3, 0), (3, 1)), 143.3400223259996
('O', (4, 5), (3, 5)), 162.57319160599582
('X', (1, 0), (2, 0)), 131.45335378899836
('X', (0, 0), (1, 0)), 137.3955180529956
('X', (0, 2), (1, 4)), 111.44656765599575
