60
('X', (2, 3), (1, 3)), 51.60877063499902
('X', (4, 3), (3, 3)), 56.74619560099927
('O', (0, 2), (1, 2)), 44.568434392998824
('O', (0, 4), (1, 4)), 53.303723181998066
('O', (0, 1), (1, 1)), 40.29718524399868
('O', (0, 0), (1, 0)), 49.92578972299816
('O', (0, 1), (0, 2)), 35.98618898799941
('X', (5, 3), (4, 3)), 46.57105877199683
('X', (5, 5), (4, 5)), 33.976553767999576
('X', (5, 3), (5, 2)), 43.00189067599604
('O', (0, 0), (0, 1)), 33.1959407939994
('X', (5, 4), (4, 4)), 35.715757950996704
('O', (2, 0), (3, 0)), 32.32506689599904
('O', (2, 4), (2, 3)), 32.27798411099684
('O', (2, 5), (1, 5)), 30.984551557998202
('X', (5, 5), (5, 4)), 23.36732223499712
('X', (5, 3), (4, 2)), 26.268521587997384
