120
('O', (3, 2), (2, 2)), 103.21837755200067
('X', (4, 3), (3, 3)), 112.39192270999956
('X', (4, 1), (4, 2)), 94.28233581100176
('X', (3, 1), (2, 1)), 103.74412225899869
('X', (5, 1), (4, 1)), 88.91754167100225
('O', (3, 1), (3, 0)), 95.91932417299904
('O', (3, 2), (3, 1)), 84.92852984100136
('X', (5, 0), (5, 1)), 88.98768633500003
('O', (3, 4), (4, 4)), 82.21856230200137
('O', (2, 4), (3, 4)), 77.09639775799951
('O', (2, 5), (3, 5)), 77.3087322320007
('O', (2, 3), (1, 3)), 69.93732792900119
('O', (2, 4), (2, 3)), 74.87543586600077
('O', (1, 4), (0, 4)), 62.93067572200016
('X', (4, 0), (5, 0)), 72.21417621500223
('O', (1, 5), (0, 5)), 56.19671661099892
('X', (2, 0), (1, 0)), 69.34684276600274
('X', (4, 0), (2, 0)), 48.38609356199777
('X', (0, 0), (0, 1)), 66.29097295000247
('X', (4, 0), (0, 0)), 41.414063910997356
('X', (4, 3), (5, 3)), 63.58456379900235
('X', (4, 0), (5, 2)), 34.913388595996366
