10
('O', (2, 1), (2, 0)), 8.601229542999135
('O', (3, 1), (3, 0)), 9.871230581999043
('X', (1, 3), (2, 3)), 7.517863126999146
('O', (2, 1), (3, 1)), 9.71051858499959
('O', (2, 2), (2, 1)), 6.864560839998376
('O', (3, 2), (2, 2)), 9.492944383999202
('X', (1, 5), (1, 4)), 6.035246494999228
('X', (3, 5), (3, 4)), 9.247694886998943
('O', (3, 3), (4, 3)), 5.529589854000733
('O', (3, 2), (4, 2)), 8.972248891997879
('X', (2, 5), (3, 5)), 5.029307835002328
('X', (2, 4), (2, 5)), 8.543928112998401
('X', (0, 4), (0, 3)), 4.529046557001493
('X', (0, 5), (1, 5)), 8.187018943999647
('X', (0, 4), (0, 5)), 4.028812460001063
