30
('X', (3, 0), (3, 1)), 25.804350120999516
('O', (2, 0), (2, 1)), 28.570176019000428
('X', (4, 0), (4, 1)), 25.127029409000897
('X', (5, 0), (4, 0)), 27.103227039999183
('X', (5, 1), (5, 2)), 23.69690196800002
('X', (5, 0), (5, 1)), 24.962787235997894
('O', (1, 0), (1, 1)), 20.752967229000205
('O', (2, 0), (3, 0)), 22.956757598998593
('O', (1, 0), (2, 0)), 20.173229091000394
('X', (5, 3), (4, 3)), 21.510798718998558
('O', (0, 0), (0, 1)), 19.524319934000232
('X', (5, 4), (4, 4)), 19.937947432999863
('X', (5, 5), (5, 4)), 19.02411678899989
('X', (4, 5), (3, 5)), 18.054046682000262
('O', (1, 0), (0, 0)), 18.523982873999557
('O', (5, 0), (1, 0)), 16.24197924299915
