200
('X', (3, 2), (3, 3)), 172.0309779049985
('O', (2, 1), (2, 2)), 187.22763757900066
('X', (4, 2), (3, 2)), 157.13795347099767
('O', (4, 1), (3, 1)), 172.98835573400174
('O', (4, 0), (4, 1)), 148.19684434199735
('X', (5, 2), (5, 1)), 156.4208182850016
('X', (4, 2), (4, 3)), 137.45773741799712
('X', (5, 2), (4, 2)), 142.97277290900092
('O', (1, 0), (2, 0)), 127.59008827099751
('X', (5, 3), (5, 2)), 130.69110571900092
('O', (1, 4), (1, 3)), 112.63985007299743
('O', (2, 4), (2, 3)), 118.94741747400076
('O', (4, 4), (3, 4)), 99.60501585599741
('O', (5, 4), (4, 4)), 103.23404631700032
('X', (5, 5), (4, 5)), 96.05100563599626
('O', (5, 3), (5, 4)), 90.62199083800078
('O', (0, 3), (0, 4)), 92.80574032599725
('X', (5, 3), (3, 5)), 79.7703111690007
('X', (5, 5), (2, 4)), 75.76651623699763
('X', (5, 3), (5, 5)), 67.90609860000222
('O', (0, 1), (1, 1)), 69.35159162599848
('O', (0, 3), (0, 2)), 55.44896085000255
('O', (0, 1), (0, 0)), 67.43425822899917
('X', (0, 3), (5, 3)), 44.77919870200276
