300
('X', (1, 3), (2, 3)), 258.04669918799846
('O', (2, 1), (2, 2)), 281.6795639869997
('O', (1, 1), (1, 2)), 230.96882052899673
('X', (1, 4), (1, 3)), 253.07714951899834
('O', (1, 0), (2, 0)), 203.05465285999526
('O', (0, 0), (0, 1)), 235.37368793199857
('O', (1, 0), (1, 1)), 187.63978432699514
('X', (0, 4), (1, 4)), 217.1229345899992
('X', (0, 5), (0, 4)), 183.14962256599392
('X', (1, 5), (2, 5)), 199.03410172999793
('X', (0, 5), (1, 5)), 181.46666529399226
('O', (0, 0), (1, 0)), 173.44111373299893
('O', (0, 2), (0, 3)), 175.7551381299927
('X', (0, 0), (0, 5)), 153.178945853997
('X', (3, 0), (3, 1)), 170.5497369319928
('O', (0, 0), (3, 5)), 136.0411997389965
('X', (4, 0), (4, 1)), 142.33547111099324
('O', (3, 0), (0, 0)), 119.35102854199431
('O', (3, 2), (3, 3)), 137.1086847829938
('X', (5, 0), (5, 1)), 101.0154559459952
('O', (5, 2), (5, 3)), 128.15300257199488
('X', (4, 0), (5, 0)), 84.65152672999466
('O', (4, 2), (4, 3)), 122.2487471439963
