200
('O', (3, 2), (4, 2)), 199.55032868099988
('X', (0, 3), (1, 3)), 186.72380479099957
('O', (3, 3), (4, 3)), 199.39111203999892
('O', (2, 3), (3, 3)), 174.36191676099952
('O', (2, 2), (2, 3)), 199.28475831899777
('X', (0, 2), (1, 2)), 160.53561893200094
('O', (3, 2), (2, 2)), 199.22923968499708
('O', (3, 0), (3, 1)), 148.27059290300167
('O', (1, 0), (0, 0)), 199.14234471899726
('O', (3, 0), (4, 0)), 135.04090122000162
('O', (1, 0), (1, 1)), 199.1189493269976
('X', (0, 1), (0, 2)), 122.75598257300044
('X', (0, 3), (0, 4)), 199.09561839699745
('X', (0, 1), (3, 2)), 110.30854005200126
('O', (2, 0), (2, 1)), 199.0439761089965
('X', (0, 3), (3, 4)), 90.50704700400092
