30
('O', (3, 2), (4, 2)), 29.130629957000565
('O', (1, 2), (2, 2)), 28.601205643999492
('X', (5, 3), (4, 3)), 28.700576752000416
('X', (5, 1), (4, 1)), 27.106589734999943
('X', (5, 4), (4, 4)), 28.46539560599922
('X', (5, 5), (4, 5)), 25.494662239001627
('O', (0, 2), (1, 2)), 28.25703302200054
('O', (0, 3), (1, 3)), 24.004493120002735
('O', (0, 2), (0, 3)), 28.207801207001467
('X', (5, 1), (5, 2)), 22.262216610002724
('X', (5, 0), (4, 0)), 28.19769291100056
('X', (5, 1), (5, 0)), 14.59401725400312
('O', (0, 0), (0, 1)), 28.176208392998888
('X', (3, 1), (2, 1)), 13.432959433002907
('X', (3, 5), (3, 4)), 28.137649317999603
('O', (3, 0), (3, 1)), 12.437986605002152
('O', (0, 0), (1, 0)), 28.122553939998397
('O', (0, 2), (5, 1)), 11.333333794002101
