30
('O', (3, 2), (4, 2)), 29.452789084998585
('O', (1, 2), (2, 2)), 28.57175874600034
('X', (5, 3), (4, 3)), 29.08108308899864
('X', (5, 1), (4, 1)), 27.106200533000447
('X', (5, 4), (4, 4)), 28.62192423399938
('X', (5, 5), (4, 5)), 25.485696773999734
('O', (0, 2), (1, 2)), 28.505913226999837
('O', (0, 3), (1, 3)), 23.970892220999303
('O', (0, 2), (0, 3)), 28.462655553999866
('X', (5, 1), (5, 2)), 22.01375820800058
('X', (5, 0), (4, 0)), 28.45226941999863
('X', (5, 1), (5, 0)), 19.628907264999725
('O', (0, 0), (0, 1)), 28.42026816299949
('X', (3, 1), (2, 1)), 18.0491504849997
('X', (3, 5), (3, 4)), 28.381899005000378
('O', (3, 0), (3, 1)), 16.459613856999567
('O', (0, 0), (1, 0)), 28.35138397300034
('O', (0, 2), (5, 1)), 14.898968876999788
