300
('O', (3, 2), (4, 2)), 299.55288691199894
('X', (0, 3), (1, 3)), 280.7950840950016
('O', (3, 3), (4, 3)), 299.2390212549981
('O', (2, 3), (3, 3)), 262.1540691300015
('O', (2, 2), (2, 3)), 299.0321260139972
('X', (0, 2), (1, 2)), 243.44216425700142
('O', (3, 2), (2, 2)), 298.9205912189973
('O', (3, 0), (3, 1)), 220.77914289900036
('O', (1, 0), (0, 0)), 298.83432847999757
('O', (3, 0), (4, 0)), 201.5062688270009
('O', (1, 0), (1, 1)), 298.80428995599686
('X', (0, 1), (0, 2)), 180.98028900400095
('X', (0, 3), (0, 4)), 298.78333118799674
('X', (0, 1), (3, 2)), 162.959839981002
('O', (2, 0), (2, 1)), 298.6754289649962
('X', (0, 3), (3, 4)), 144.64407421800206
