60
('O', (3, 2), (4, 2)), 59.56623376400057
('O', (1, 2), (2, 2)), 56.69710049600144
('X', (5, 3), (4, 3)), 58.85447715900045
('X', (5, 1), (4, 1)), 53.18379554900093
('X', (5, 4), (4, 4)), 58.41280147800171
('X', (5, 5), (4, 5)), 49.84249917600209
('O', (0, 2), (1, 2)), 58.208042790001855
('O', (0, 3), (1, 3)), 46.50174476000211
('O', (0, 2), (0, 3)), 58.11669080000138
('X', (5, 1), (5, 2)), 43.036838916001216
('X', (5, 0), (4, 0)), 58.10621589800212
('X', (5, 1), (5, 0)), 28.544600714001717
('O', (0, 0), (0, 1)), 58.074248527002055
('X', (3, 1), (2, 1)), 26.148553188002552
('X', (3, 5), (3, 4)), 58.035779307001576
('O', (3, 0), (3, 1)), 23.498242515002858
('O', (0, 0), (1, 0)), 58.004896954002106
('O', (0, 2), (5, 1)), 21.027889386001334
