60
('O', (3, 2), (4, 2)), 59.505996287000016
('O', (1, 2), (2, 2)), 56.683227479999914
('X', (5, 3), (4, 3)), 59.138315837000846
('X', (5, 1), (4, 1)), 53.389515371000016
('X', (5, 4), (4, 4)), 58.90747910200116
('X', (5, 5), (4, 5)), 49.972452886999235
('O', (0, 2), (1, 2)), 58.70449447900137
('O', (0, 5), (0, 4)), 45.55203577099928
('O', (3, 5), (3, 4)), 58.673465284000486
('X', (5, 3), (5, 4)), 42.210165390999464
('O', (2, 5), (1, 5)), 58.649613644001874
('O', (2, 4), (2, 3)), 38.72751519099984
('O', (2, 5), (3, 5)), 58.64417231900188
('X', (5, 2), (5, 1)), 29.692236250999485
('O', (2, 4), (2, 5)), 58.639185828002155
('O', (1, 4), (2, 4)), 24.003102483000475
