200
('O', (3, 2), (4, 2)), 199.55190764299914
('X', (0, 3), (1, 3)), 187.4058257479992
('O', (3, 3), (4, 3)), 199.3974900939993
('O', (2, 3), (3, 3)), 175.1863129309986
('O', (2, 2), (2, 3)), 199.19555229400066
('X', (0, 2), (1, 2)), 160.6197738209994
('O', (3, 2), (2, 2)), 199.13985531800063
('O', (3, 0), (3, 1)), 148.54244810300042
('O', (1, 0), (0, 0)), 199.09681995900064
('O', (3, 0), (4, 0)), 136.5225633910013
('O', (1, 0), (1, 1)), 199.0725900160014
('X', (0, 1), (0, 2)), 124.33373295800084
('X', (0, 3), (0, 4)), 199.03179348100093
('X', (0, 1), (3, 2)), 111.59373085900188
('O', (2, 0), (2, 1)), 198.92547050600115
('X', (0, 3), (3, 4)), 95.08651089900013
