60
('O', (3, 2), (4, 2)), 59.12831634000031
('O', (1, 2), (2, 2)), 56.660948041000665
('X', (5, 3), (4, 3)), 58.41733434799971
('X', (5, 1), (4, 1)), 53.38044079000065
('X', (5, 4), (4, 4)), 58.18267856900093
('X', (5, 5), (4, 5)), 49.876456534999306
('O', (0, 2), (1, 2)), 57.97742443700008
('O', (0, 5), (0, 4)), 45.704786627999056
('O', (3, 5), (3, 4)), 57.944052572000146
('X', (5, 3), (5, 4)), 41.49846188799893
('O', (2, 5), (1, 5)), 57.912465643999894
('O', (2, 4), (2, 3)), 37.565264261000266
('O', (2, 5), (3, 5)), 57.90488701100003
('X', (5, 2), (5, 1)), 22.725370488000408
('O', (2, 4), (2, 5)), 57.8952776290007
('O', (1, 4), (2, 4)), 20.03481828800068
