60
('O', (3, 2), (4, 2)), 59.57002773899876
('O', (1, 2), (2, 2)), 56.722542790999796
('X', (5, 3), (4, 3)), 59.2118206239993
('X', (5, 1), (4, 1)), 53.4372390970002
('X', (5, 4), (4, 4)), 58.97689306199936
('X', (5, 5), (4, 5)), 50.07452822699997
('O', (0, 2), (1, 2)), 58.77438118899954
('O', (0, 3), (1, 3)), 46.66740526600006
('O', (0, 2), (0, 3)), 58.68719914599933
('X', (5, 1), (5, 2)), 43.2385059979988
('X', (5, 0), (4, 0)), 58.676769353000054
('X', (5, 1), (5, 0)), 28.678902441999526
('O', (0, 0), (0, 1)), 58.644462377998934
('X', (3, 1), (2, 1)), 26.29327525500048
('X', (3, 5), (3, 4)), 58.605296517998795
('O', (3, 0), (3, 1)), 23.642286254000282
('O', (0, 0), (1, 0)), 58.57416637799906
('O', (0, 2), (5, 1)), 21.138966193999295
